,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,,,,,,
358,8,5,0,7,4,9,5,0,6,9,5,5,0,11,12,,,,,,
359,2,12,1,11,12,13,12,10,14,12,5,14,7,5,12,,,,,,
360,12,7,4,13,10,6,7,13,8,11,8,7,12,5,11,,,,,,
361,5,10,11,12,5,14,8,11,6,8,13,11,11,12,8,,,,,,
362,5,10,9,14,10,12,0,5,9,5,11,0,12,5,5,,,,,,
363,7,13,4,8,8,7,11,12,5,14,7,3,10,9,8,,,,,,
364,5,7,8,4,12,5,14,9,14,13,5,13,11,10,12,,,,,,
365,12,7,12,13,12,6,7,8,8,5,5,7,4,5,11,,,,,,
366,11,11,11,14,11,11,11,11,9,11,11,11,11,4,11,,,,,,
367,11,11,4,11,6,11,11,10,11,6,11,11,13,14,4,,,,,,
368,5,8,12,4,13,6,8,11,14,5,11,8,5,7,5,,,,,,
369,11,5,5,0,8,7,5,5,0,8,8,14,6,0,9,,,,,,
370,8,14,6,7,5,4,4,6,9,4,14,5,6,8,4,,,,,,
371,14,11,4,4,7,14,10,0,5,6,14,13,0,9,7,,,,,,
372,13,11,7,9,13,4,5,7,12,5,6,10,7,11,13,,,,,,
373,12,6,5,4,14,8,12,5,10,14,7,13,5,8,6,,,,,,
374,14,6,5,4,12,13,6,12,7,10,4,6,7,9,12,,,,,,
375,13,11,10,0,13,13,8,4,0,13,13,9,9,0,13,,,,,,
376,13,11,0,4,9,13,4,0,14,6,13,9,11,5,6,,,,,,
377,6,13,12,7,9,8,8,8,7,9,14,13,4,7,14,,,,,,
378,5,12,8,6,8,14,5,7,8,8,13,6,14,9,12,,,,,,
379,8,8,8,13,10,8,8,8,10,9,8,8,8,4,6,,,,,,
380,8,0,14,8,12,8,0,9,8,4,8,0,11,8,4,,,,,,
381,4,7,7,1,6,6,7,7,10,6,13,7,7,8,12,,,,,,
382,6,9,12,13,8,5,14,4,5,8,13,13,14,4,8,,,,,,
383,7,7,7,6,9,7,7,7,14,4,7,7,4,4,4,,,,,,
384,12,6,14,14,10,12,7,4,9,1,12,14,4,10,10,,,,,,
385,13,11,7,4,12,13,4,12,9,7,13,9,8,6,14,,,,,,
386,8,4,7,3,5,9,10,9,10,12,4,7,10,4,5,,,,,,
387,7,14,7,0,10,6,11,4,14,10,12,9,13,4,10,,,,,,
388,11,4,14,12,14,10,13,6,7,5,9,8,11,14,7,,,,,,
389,6,14,13,11,9,9,10,6,14,5,1,0,7,6,4,,,,,,
390,6,0,5,0,4,13,0,9,0,13,12,0,10,0,5,,,,,,
391,5,8,10,12,4,8,9,11,2,8,10,9,13,11,8,,,,,,
392,14,11,1,8,4,3,2,9,13,5,12,12,5,14,4,,,,,,
0,14,8,0,4,13,6,4,11,14,13,7,5,10,5,13,,,,,,
1,5,6,6,3,6,12,6,6,10,6,11,6,6,4,6,,,,,,
2,14,4,14,9,13,14,8,14,0,13,14,12,14,0,8,,,,,,
3,4,11,12,11,11,5,11,5,11,11,4,11,10,11,11,,,,,,
4,13,13,13,13,6,13,13,13,13,10,13,13,13,14,10,,,,,,
5,2,11,8,13,12,13,11,7,5,12,5,9,14,9,9,,,,,,
6,8,6,7,11,5,4,8,7,2,12,12,10,7,10,5,,,,,,
7,12,6,7,14,14,12,7,14,5,7,12,14,13,10,7,,,,,,
8,7,5,7,13,7,7,10,7,6,7,7,11,7,9,4,,,,,,
9,2,5,10,14,5,12,10,9,4,5,6,11,5,11,11,,,,,,
10,6,7,8,8,7,5,5,8,8,11,13,9,6,8,9,,,,,,
11,13,0,13,13,5,13,4,7,14,4,13,8,14,6,5,,,,,,
12,10,8,13,10,1,10,11,0,14,9,10,12,0,6,6,,,,,,
13,2,14,5,14,14,9,13,5,4,8,4,2,5,11,8,,,,,,
14,13,8,10,13,14,13,4,7,13,5,13,5,12,13,14,,,,,,
15,13,9,0,5,6,13,6,11,14,9,13,7,10,9,6,,,,,,
16,7,4,8,8,6,4,13,8,12,12,14,8,8,5,6,,,,,,
17,11,0,5,11,9,4,0,5,10,9,11,13,5,0,4,,,,,,
18,4,14,13,1,4,13,6,8,11,8,4,7,5,6,8,,,,,,
19,6,14,11,7,13,4,11,10,5,13,10,0,8,14,13,,,,,,
20,10,13,5,11,4,14,10,5,10,14,7,7,5,0,14,,,,,,
21,9,6,13,6,7,4,6,12,13,7,5,6,4,4,13,,,,,,
22,5,13,9,12,7,9,13,2,3,14,2,13,10,11,8,,,,,,
23,9,9,7,4,10,9,9,13,6,6,9,9,8,8,6,,,,,,
24,14,5,9,11,13,8,5,13,4,3,4,5,6,14,12,,,,,,
25,6,12,11,7,7,6,14,8,5,7,6,7,10,11,13,,,,,,
26,5,7,10,5,6,4,13,9,8,6,14,4,7,13,6,,,,,,
27,12,6,14,4,14,11,11,14,5,14,7,8,14,9,14,,,,,,
28,12,14,4,5,7,12,8,4,14,10,12,14,13,9,10,,,,,,
29,14,6,6,12,8,13,6,6,11,14,4,6,6,7,14,,,,,,
30,4,0,5,14,5,11,0,5,5,5,7,0,5,5,5,,,,,,
31,8,8,11,11,10,9,10,13,6,10,5,10,0,13,10,,,,,,
32,6,0,7,1,13,6,0,11,10,5,6,11,8,4,13,,,,,,
33,13,14,13,13,6,13,11,13,13,7,13,10,13,13,6,,,,,,
34,13,0,4,4,8,12,0,14,14,8,5,0,6,7,8,,,,,,
35,10,9,10,8,7,5,9,9,10,7,10,14,9,5,13,,,,,,
36,9,1,1,1,6,8,12,13,10,12,4,14,5,8,10,,,,,,
37,6,7,5,14,10,6,13,12,5,5,6,4,7,11,5,,,,,,
38,6,8,9,7,4,13,4,4,13,12,12,13,12,8,12,,,,,,
39,6,14,13,12,12,7,12,0,6,10,13,3,0,12,7,,,,,,
40,8,10,4,13,2,8,2,8,6,9,8,11,8,10,10,,,,,,
41,10,14,5,0,12,6,13,11,13,6,7,11,2,9,9,,,,,,
42,6,1,7,7,7,9,13,11,11,14,14,9,10,1,8,,,,,,
43,5,5,11,9,11,8,6,11,0,11,4,10,11,0,11,,,,,,
44,12,14,12,10,9,12,8,7,5,6,12,14,14,14,6,,,,,,
45,12,12,12,0,5,12,12,12,14,14,12,12,12,9,5,,,,,,
46,5,11,9,9,9,8,14,7,14,9,13,4,6,0,14,,,,,,
47,4,8,8,4,14,14,8,8,6,5,7,8,8,10,5,,,,,,
48,5,12,11,4,5,14,5,11,5,4,13,6,11,11,9,,,,,,
49,14,11,11,13,6,14,12,10,6,6,14,9,8,8,10,,,,,,
50,13,9,9,6,9,5,14,9,12,9,6,4,9,8,9,,,,,,
51,6,7,7,14,7,13,7,7,0,7,12,13,7,0,7,,,,,,
52,14,0,14,7,5,14,12,14,5,9,14,8,14,13,9,,,,,,
53,12,0,12,8,9,13,4,8,10,9,13,8,5,9,5,,,,,,
54,10,0,11,4,8,10,0,13,6,8,10,12,0,8,14,,,,,,
55,7,11,7,14,6,13,6,7,8,6,12,8,7,5,12,,,,,,
56,13,5,1,0,9,12,5,11,0,12,8,14,8,14,9,,,,,,
57,6,6,6,0,5,6,6,6,13,12,6,6,6,14,12,,,,,,
58,11,13,11,4,8,10,11,3,11,4,4,2,13,14,8,,,,,,
59,7,14,0,9,13,5,14,11,0,8,13,14,10,0,13,,,,,,
60,14,11,10,5,10,7,11,3,14,5,5,11,14,9,8,,,,,,
61,8,8,8,12,13,8,8,8,5,7,8,8,8,4,13,,,,,,
62,5,0,4,14,13,9,0,13,9,5,6,0,12,4,5,,,,,,
63,3,14,13,7,5,12,6,7,4,9,6,4,14,9,9,,,,,,
64,13,11,12,0,11,13,0,0,14,4,13,0,0,9,4,,,,,,
65,10,13,7,14,14,6,13,14,9,7,7,13,12,4,7,,,,,,
66,6,4,0,12,8,9,10,4,12,5,14,14,10,12,8,,,,,,
67,14,13,8,13,13,9,1,14,6,7,14,9,9,8,10,,,,,,
68,1,6,6,13,10,9,13,11,6,13,4,4,12,8,8,,,,,,
69,12,8,12,14,5,11,4,0,0,13,10,13,0,0,13,,,,,,
70,3,9,12,8,11,12,6,8,10,4,6,7,5,5,4,,,,,,
71,9,12,7,6,12,14,11,14,14,13,9,9,11,5,13,,,,,,
72,12,14,8,7,7,12,4,12,11,10,12,0,12,3,10,,,,,,
73,14,10,10,10,8,7,4,10,10,8,5,14,10,10,13,,,,,,
74,9,4,8,12,9,9,11,7,8,9,9,0,4,7,9,,,,,,
75,8,9,0,11,14,11,8,0,9,14,5,11,0,6,4,,,,,,
76,14,5,5,6,9,7,5,5,8,12,8,14,5,13,4,,,,,,
77,8,6,14,8,12,4,7,14,7,1,5,13,14,12,11,,,,,,
78,5,11,3,4,11,4,11,13,5,11,6,11,7,11,11,,,,,,
79,13,0,14,9,5,4,0,14,0,8,5,12,14,0,5,,,,,,
80,9,8,14,4,14,14,4,10,8,7,6,5,11,7,14,,,,,,
81,13,9,0,10,7,13,13,0,7,12,13,13,0,5,7,,,,,,
82,8,7,6,7,6,7,14,6,9,6,9,6,6,14,6,,,,,,
83,12,8,9,10,11,11,4,7,4,4,10,10,6,12,14,,,,,,
84,13,14,0,1,14,13,11,0,11,7,13,10,11,6,7,,,,,,
85,6,12,9,5,5,12,4,7,9,8,2,6,4,12,5,,,,,,
86,12,14,12,8,12,12,11,7,10,12,12,3,14,9,12,,,,,,
87,7,14,14,10,13,4,14,14,7,8,12,14,14,5,8,,,,,,
88,10,6,7,11,10,6,7,11,14,10,7,14,10,5,9,,,,,,
89,13,9,13,10,12,13,13,13,4,11,13,13,13,6,12,,,,,,
90,1,10,7,4,11,13,10,14,9,3,5,10,13,7,9,,,,,,
91,12,6,10,4,8,8,6,12,12,13,7,6,0,8,8,,,,,,
92,8,14,5,7,10,9,7,5,6,10,5,14,5,11,4,,,,,,
93,1,5,14,8,6,9,5,6,13,14,4,5,11,2,14,,,,,,
94,13,4,11,6,12,5,12,10,13,12,6,1,9,5,6,,,,,,
95,4,13,0,0,5,10,13,0,0,12,5,13,11,14,11,,,,,,
96,4,10,14,11,10,12,0,3,3,10,7,0,9,10,11,,,,,,
97,8,1,10,14,7,4,9,8,14,4,5,4,10,14,7,,,,,,
98,8,9,9,7,4,10,9,9,12,7,5,9,9,14,4,,,,,,
99,9,0,7,7,9,9,12,14,12,9,9,8,1,14,9,,,,,,
100,12,12,0,14,8,12,12,0,9,11,12,12,0,10,11,,,,,,
101,8,13,10,5,5,10,14,7,4,8,5,8,14,14,8,,,,,,
102,12,12,8,7,14,12,14,5,5,14,12,4,10,14,8,,,,,,
103,5,6,7,9,6,6,4,14,11,6,9,6,13,14,9,,,,,,
104,14,10,14,9,4,13,10,13,12,5,14,4,6,6,14,,,,,,
105,6,11,3,7,5,7,9,14,12,13,13,12,5,4,11,,,,,,
106,14,13,0,13,8,6,13,0,14,4,7,14,11,6,13,,,,,,
107,5,4,10,9,14,6,8,10,7,7,4,12,10,5,14,,,,,,
108,5,10,6,5,6,8,0,6,8,6,13,0,6,13,6,,,,,,
109,6,2,12,14,8,13,12,7,9,8,12,14,11,5,12,,,,,,
110,14,11,11,8,10,13,11,11,4,5,14,11,11,5,8,,,,,,
111,5,14,6,10,13,6,14,7,5,7,9,14,4,14,7,,,,,,
112,13,13,7,14,7,5,11,9,11,13,8,2,5,13,7,,,,,,
113,8,11,13,9,8,5,0,13,10,14,9,0,13,7,14,,,,,,
114,10,11,10,8,13,10,8,10,9,5,10,10,8,4,5,,,,,,
115,7,7,10,11,13,7,7,12,5,4,7,7,0,4,13,,,,,,
116,7,6,4,10,9,7,8,14,8,4,7,10,3,12,9,,,,,,
117,12,8,4,14,4,11,8,14,13,12,12,8,9,10,12,,,,,,
118,14,14,14,13,9,14,14,14,9,5,14,14,14,12,13,,,,,,
119,7,13,5,10,4,12,13,11,5,14,13,13,2,13,3,,,,,,
120,4,12,11,6,7,6,1,10,12,6,7,13,9,8,7,,,,,,
121,9,14,8,10,5,13,7,9,7,5,12,14,11,6,5,,,,,,
122,4,6,6,5,5,5,6,6,11,12,12,6,6,2,12,,,,,,
123,6,12,8,14,8,7,12,12,9,8,13,12,12,10,11,,,,,,
124,13,14,12,6,10,12,6,7,6,8,13,6,11,6,7,,,,,,
125,12,12,7,7,11,12,12,14,11,7,12,14,13,9,7,,,,,,
126,11,0,11,12,9,11,0,11,8,12,11,0,11,7,11,,,,,,
127,5,7,7,12,9,6,9,10,6,9,10,12,3,14,8,,,,,,
128,6,14,9,4,13,6,4,10,12,7,6,5,12,8,7,,,,,,
129,11,10,10,12,7,7,10,10,14,6,6,10,10,5,6,,,,,,
130,9,11,11,11,10,14,9,11,11,12,6,14,8,11,10,,,,,,
131,9,8,1,5,10,9,11,10,10,10,9,12,7,12,14,,,,,,
132,11,0,11,5,11,11,12,8,11,11,11,8,7,11,11,,,,,,
133,9,13,5,5,13,14,13,11,14,13,6,13,3,9,13,,,,,,
134,4,6,6,0,6,5,6,6,0,6,12,6,6,13,6,,,,,,
135,7,7,12,6,13,7,7,9,13,5,7,7,5,14,5,,,,,,
136,5,6,11,0,8,5,14,5,0,7,5,7,5,14,8,,,,,,
137,6,11,13,4,11,7,11,6,5,11,11,11,7,11,11,,,,,,
138,7,13,9,6,8,14,8,1,10,8,5,8,12,2,8,,,,,,
139,7,12,14,9,9,6,12,4,11,5,9,12,4,14,9,,,,,,
140,13,11,13,12,8,14,11,7,6,13,7,11,4,12,8,,,,,,
141,9,5,5,5,12,13,5,5,5,12,12,5,5,5,13,,,,,,
142,6,11,6,13,5,6,14,6,8,13,6,4,6,9,7,,,,,,
143,8,1,8,13,4,12,11,8,10,12,11,13,8,12,4,,,,,,
144,11,11,11,5,14,11,11,11,14,14,13,11,11,9,8,,,,,,
145,11,5,4,6,8,6,6,4,8,13,7,12,4,11,13,,,,,,
146,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,,,,,
147,5,12,9,4,10,6,14,9,5,6,14,6,9,10,6,,,,,,
148,9,14,5,5,6,2,14,11,13,6,10,14,3,9,12,,,,,,
149,8,5,7,13,8,4,14,7,6,9,12,7,7,9,9,,,,,,
150,9,7,10,7,10,8,7,6,7,10,4,7,11,7,11,,,,,,
151,6,14,13,11,5,6,6,7,7,5,6,6,9,5,9,,,,,,
152,9,14,9,5,9,9,8,9,9,9,9,12,9,9,9,,,,,,
153,12,11,12,9,12,12,1,12,6,12,12,13,12,8,12,,,,,,
154,8,12,11,12,3,8,9,0,7,9,8,0,0,14,10,,,,,,
155,10,11,10,0,5,10,3,10,14,4,13,13,10,4,4,,,,,,
156,5,10,5,5,7,5,5,5,7,7,5,5,5,6,11,,,,,,
157,8,10,11,4,5,10,4,3,6,8,5,6,12,8,5,,,,,,
158,4,14,4,11,12,4,10,8,7,3,4,8,7,5,11,,,,,,
159,12,10,7,6,11,5,14,12,4,4,6,6,10,8,11,,,,,,
160,5,10,11,8,4,8,10,9,9,4,9,10,10,4,5,,,,,,
161,8,11,4,9,6,14,5,12,14,6,13,10,10,0,13,,,,,,
162,11,12,8,4,13,7,5,8,14,7,5,12,8,7,7,,,,,,
163,4,13,6,7,12,12,10,11,7,10,7,9,1,13,6,,,,,,
164,13,12,4,8,4,14,12,10,12,11,7,12,8,12,4,,,,,,
165,7,5,7,5,12,7,11,7,4,12,7,6,7,11,10,,,,,,
166,13,12,12,11,8,12,12,12,9,8,12,12,12,6,14,,,,,,
167,8,10,0,7,7,8,7,0,13,12,8,5,9,6,7,,,,,,
168,12,6,0,14,5,12,7,0,9,14,12,14,0,10,7,,,,,,
169,13,6,12,9,5,5,13,9,14,9,8,10,7,0,5,,,,,,
170,6,6,6,7,13,6,6,6,9,8,6,6,6,8,13,,,,,,
171,14,14,5,7,6,8,13,5,6,14,4,2,5,11,6,,,,,,
172,6,13,7,7,8,9,8,7,7,14,8,13,7,13,14,,,,,,
173,9,10,0,9,13,9,4,11,4,7,9,6,10,6,13,,,,,,
174,4,4,4,6,5,4,4,4,8,8,4,4,4,11,8,,,,,,
175,13,6,6,13,6,12,6,6,14,6,13,6,6,11,6,,,,,,
176,12,10,10,9,11,6,9,9,12,7,5,13,5,11,7,,,,,,
177,9,11,9,9,5,9,8,9,9,4,9,9,9,9,5,,,,,,
178,9,10,14,4,6,14,8,11,4,13,5,13,8,9,6,,,,,,
179,4,8,12,6,12,4,13,1,14,2,4,6,9,5,11,,,,,,
180,1,7,7,14,10,12,7,7,8,4,6,7,4,5,4,,,,,,
181,9,14,9,4,8,9,6,9,14,8,9,7,9,10,13,,,,,,
182,10,9,0,4,6,10,12,0,0,7,10,14,11,0,6,,,,,,
183,14,6,12,4,5,2,6,7,7,5,12,6,11,9,12,,,,,,
184,12,13,13,4,13,6,13,13,6,13,4,13,13,4,13,,,,,,
185,8,7,4,7,5,4,8,12,9,5,14,14,1,4,5,,,,,,
186,5,7,5,7,5,5,12,5,6,5,5,6,5,11,5,,,,,,
187,13,10,10,6,12,5,10,10,8,11,6,10,10,9,7,,,,,,
188,7,11,10,6,11,7,14,9,14,10,7,8,5,4,4,,,,,,
189,2,4,7,11,11,12,13,7,13,13,6,10,7,6,9,,,,,,
190,13,13,7,3,8,13,13,12,11,5,13,13,8,6,8,,,,,,
191,11,1,0,9,8,13,14,12,10,4,12,10,11,13,4,,,,,,
192,9,13,7,11,10,6,11,7,1,4,9,3,7,10,4,,,,,,
193,9,9,8,14,9,9,9,10,12,9,7,9,7,4,9,,,,,,
194,5,6,5,13,8,5,14,5,6,14,5,7,5,8,8,,,,,,
195,11,13,2,14,10,7,10,14,5,10,8,7,6,5,4,,,,,,
196,5,0,13,14,11,4,0,6,9,11,6,0,7,4,11,,,,,,
197,4,8,11,10,8,4,12,7,0,13,4,13,14,0,13,,,,,,
198,5,1,14,6,8,6,9,7,4,8,9,4,13,5,13,,,,,,
199,5,13,8,11,4,9,6,7,5,4,14,9,9,4,4,,,,,,
200,4,11,14,12,5,6,11,8,6,8,7,9,4,12,8,,,,,,
201,4,4,4,0,6,4,4,4,0,11,4,4,4,9,11,,,,,,
202,12,12,14,12,12,12,12,4,12,9,12,12,4,12,11,,,,,,
203,5,11,11,12,5,14,11,11,8,13,13,11,11,7,10,,,,,,
204,4,7,7,4,7,6,7,7,6,7,13,7,7,13,7,,,,,,
205,7,10,10,9,10,13,14,7,10,3,12,8,13,7,10,,,,,,
206,13,4,3,14,11,13,8,10,6,7,13,11,7,8,7,,,,,,
207,13,9,14,5,7,4,9,1,9,6,7,9,10,9,7,,,,,,
208,12,14,12,6,10,12,4,12,11,7,12,10,12,8,10,,,,,,
209,7,8,8,6,8,12,8,8,10,8,11,8,8,2,8,,,,,,
210,7,10,7,4,6,7,9,7,11,12,7,13,7,3,10,,,,,,
211,13,12,8,12,7,4,12,5,12,6,7,12,10,10,7,,,,,,
212,5,3,6,10,8,13,11,11,4,10,12,13,10,6,6,,,,,,
213,7,8,9,12,13,5,12,9,1,13,4,5,9,11,11,,,,,,
214,9,9,0,8,7,9,9,0,10,13,9,9,11,14,7,,,,,,
215,8,8,10,13,5,8,8,7,10,7,8,8,9,12,7,,,,,,
216,9,6,5,12,6,4,13,13,8,6,5,10,12,14,11,,,,,,
217,6,14,13,6,10,7,11,9,8,10,13,3,8,9,10,,,,,,
218,5,9,9,7,4,6,9,9,12,10,14,9,9,14,11,,,,,,
219,4,14,4,14,13,5,14,6,13,10,10,14,7,6,11,,,,,,
220,5,8,0,10,10,4,11,0,14,10,13,12,0,0,14,,,,,,
221,6,13,11,9,7,9,6,2,6,10,13,13,13,8,10,,,,,,
222,13,14,6,7,4,12,6,6,9,4,13,6,6,8,7,,,,,,
223,9,7,13,7,5,6,7,12,7,5,9,7,8,7,11,,,,,,
224,13,5,9,6,12,12,5,13,11,13,8,5,6,10,12,,,,,,
225,5,12,12,10,5,10,12,12,7,13,6,12,12,5,4,,,,,,
226,13,4,11,5,4,12,4,7,9,4,7,4,10,10,4,,,,,,
227,13,6,0,6,11,5,9,4,4,11,8,12,10,5,12,,,,,,
228,3,4,0,13,8,13,6,0,6,11,5,9,4,4,11,,,,,,
229,11,9,14,9,7,10,13,3,14,7,4,8,9,0,7,,,,,,
230,6,12,7,5,7,5,14,7,9,7,9,5,7,14,7,,,,,,
231,12,10,7,12,12,14,14,12,2,12,7,6,8,11,5,,,,,,
232,14,13,0,6,7,7,4,11,13,7,5,8,9,5,13,,,,,,
233,14,12,8,4,9,7,9,8,14,10,14,14,8,7,10,,,,,,
234,7,4,0,10,7,14,4,0,7,14,11,4,12,13,7,,,,,,
235,9,9,11,5,4,9,9,1,14,8,9,9,12,7,8,,,,,,
236,4,5,7,8,9,11,5,8,4,8,7,5,9,14,9,,,,,,
237,4,9,13,9,4,13,9,0,9,8,5,9,0,9,4,,,,,,
238,6,10,7,10,12,13,9,11,4,10,12,7,8,12,10,,,,,,
239,11,11,6,10,8,11,11,7,6,8,11,11,13,13,12,,,,,,
240,14,7,8,5,5,13,7,4,9,13,8,7,12,14,5,,,,,,
241,9,13,4,6,12,6,8,12,14,10,9,13,10,4,6,,,,,,
242,6,10,0,14,14,4,10,0,5,8,14,10,11,9,8,,,,,,
243,4,4,10,6,5,13,12,8,8,5,5,3,10,10,13,,,,,,
244,8,12,6,4,12,4,6,11,14,9,14,10,8,5,9,,,,,,
245,11,0,7,5,11,11,12,14,4,11,11,8,13,12,11,,,,,,
246,7,14,10,14,7,6,11,10,4,6,12,2,10,12,7,,,,,,
247,7,11,11,9,10,5,9,11,6,10,14,14,11,8,12,,,,,,
248,14,11,13,9,6,6,11,4,7,9,7,11,8,12,9,,,,,,
249,11,13,10,12,11,10,8,6,11,13,4,13,11,5,9,,,,,,
250,10,8,12,13,8,4,13,0,14,8,8,11,0,11,9,,,,,,
251,10,14,13,5,6,5,7,7,11,6,4,11,9,14,6,,,,,,
252,6,11,5,13,11,6,7,12,8,4,6,10,7,9,14,,,,,,
253,8,7,7,8,9,14,7,7,12,4,13,7,7,6,9,,,,,,
254,5,6,5,3,11,5,14,5,12,8,5,7,5,7,11,,,,,,
255,11,1,11,11,14,4,9,12,10,14,11,10,9,0,8,,,,,,
256,11,13,11,7,11,11,9,11,12,11,11,8,11,9,11,,,,,,
257,14,12,7,9,14,13,12,13,11,5,14,12,8,14,14,,,,,,
258,11,10,11,0,6,11,8,11,0,4,11,11,11,0,4,,,,,,
259,5,11,0,10,12,6,11,10,6,12,9,11,4,13,9,,,,,,
260,11,10,0,14,5,11,8,10,5,8,11,11,4,4,5,,,,,,
261,7,0,10,2,4,5,0,8,13,5,14,11,12,6,8,,,,,,
262,12,4,12,6,12,12,0,12,8,12,12,0,12,10,12,,,,,,
263,6,6,11,8,6,6,6,8,13,6,6,6,10,14,6,,,,,,
264,14,13,9,10,4,5,4,3,12,4,6,10,12,7,12,,,,,,
265,13,10,12,8,10,12,13,4,8,1,5,5,14,8,9,,,,,,
266,5,0,0,14,6,5,0,0,10,13,5,0,0,13,9,,,,,,
267,14,5,8,10,4,13,6,9,14,4,5,11,7,6,5,,,,,,
268,12,12,5,7,12,12,12,10,11,12,14,12,1,9,12,,,,,,
269,12,4,10,10,6,12,10,3,11,6,12,14,14,6,9,,,,,,
270,9,12,9,8,9,9,1,9,7,9,9,13,9,12,9,,,,,,
271,11,0,11,9,5,11,0,11,6,4,11,12,8,8,9,,,,,,
272,4,11,9,14,9,7,12,9,10,9,5,14,9,7,12,,,,,,
273,8,13,9,7,4,8,5,3,13,10,8,6,12,6,10,,,,,,
274,9,10,10,0,14,6,10,10,0,7,7,10,10,14,14,,,,,,
275,8,8,12,11,13,4,10,10,5,4,12,5,6,4,13,,,,,,
276,6,6,4,4,8,10,12,4,9,8,9,8,4,6,13,,,,,,
277,9,9,7,14,5,9,9,13,12,8,9,9,10,4,8,,,,,,
278,4,6,9,10,9,7,13,11,8,11,10,4,6,13,12,,,,,,
279,6,7,11,1,4,6,10,8,10,5,6,11,10,4,4,,,,,,
280,5,6,2,9,11,6,4,10,7,2,9,6,7,11,11,,,,,,
281,8,0,9,6,9,7,0,13,11,9,10,13,6,10,12,,,,,,
282,4,9,1,0,14,4,13,9,0,14,4,1,8,0,5,,,,,,
283,4,14,5,8,12,5,7,14,13,7,12,11,2,14,6,,,,,,
284,14,14,14,1,6,14,14,14,11,9,14,14,14,6,9,,,,,,
285,14,10,8,14,8,7,10,9,4,12,5,10,7,12,12,,,,,,
286,13,7,13,13,12,12,7,5,8,4,13,7,9,5,13,,,,,,
287,7,0,9,4,7,7,0,5,11,7,7,0,7,14,7,,,,,,
288,14,11,13,6,5,13,11,6,8,14,14,11,7,4,7,,,,,,
289,7,8,11,0,10,7,10,1,0,12,7,5,13,0,12,,,,,,
290,8,11,11,11,4,9,7,8,1,5,4,10,10,10,4,,,,,,
291,5,13,11,4,10,6,5,12,9,13,10,6,14,6,7,,,,,,
292,9,9,11,14,11,9,9,2,0,7,9,9,12,0,7,,,,,,
293,5,10,0,14,6,12,9,0,9,6,6,7,0,5,6,,,,,,
294,14,5,9,8,5,13,14,5,12,11,8,7,7,6,13,,,,,,
295,5,5,14,8,4,5,5,9,13,10,5,5,7,2,10,,,,,,
296,4,13,11,9,11,11,4,13,5,12,7,8,0,10,12,,,,,,
297,13,10,10,12,14,12,9,6,6,8,6,13,11,14,8,,,,,,
298,14,11,12,7,6,6,11,5,5,6,7,11,10,14,4,,,,,,
299,14,8,11,4,6,13,10,11,12,4,14,12,11,6,4,,,,,,
300,12,11,1,9,9,12,9,10,10,6,12,6,7,7,6,,,,,,
301,14,14,5,10,14,9,12,5,13,6,4,0,5,14,6,,,,,,
302,6,0,6,0,13,9,0,11,13,6,8,0,2,14,13,,,,,,
303,7,4,13,10,8,5,8,12,12,8,13,12,11,6,4,,,,,,
304,12,14,12,12,12,12,8,12,12,12,12,14,12,12,12,,,,,,
305,8,0,0,4,7,8,0,0,14,12,8,0,0,7,7,,,,,,
306,9,0,10,4,14,6,12,10,12,14,7,8,10,14,7,,,,,,
307,10,11,10,0,8,6,12,8,0,13,7,9,14,13,13,,,,,,
308,7,8,5,4,12,7,10,9,11,4,7,5,4,3,13,,,,,,
309,13,0,6,14,7,4,11,11,9,7,6,5,2,4,7,,,,,,
310,7,5,7,7,12,7,11,7,7,6,13,6,7,7,6,,,,,,
311,11,4,9,13,9,7,11,9,5,9,6,0,9,14,9,,,,,,
312,9,12,9,10,4,6,5,10,14,12,7,6,10,6,7,,,,,,
313,6,7,5,0,5,6,14,12,0,5,6,6,9,0,12,,,,,,
314,6,6,9,8,13,6,6,5,9,9,6,6,12,12,10,,,,,,
315,11,10,7,9,11,11,4,9,7,11,11,8,1,12,11,,,,,,
316,9,14,5,8,5,9,8,11,10,4,9,12,1,14,5,,,,,,
317,13,13,11,7,7,13,13,2,12,12,13,13,14,1,12,,,,,,
318,6,14,13,6,6,6,6,12,6,6,6,6,4,13,6,,,,,,
319,7,7,0,9,7,6,14,11,4,13,12,11,9,0,7,,,,,,
320,7,5,9,8,8,7,11,4,12,4,7,6,12,6,8,,,,,,
321,6,11,12,7,6,5,2,0,7,5,9,12,0,13,5,,,,,,
322,7,13,13,14,5,5,13,13,9,5,14,13,13,10,14,,,,,,
323,6,5,6,10,9,11,5,11,11,8,4,5,8,8,14,,,,,,
324,6,0,11,9,11,9,0,11,0,11,3,0,11,0,11,,,,,,
325,5,1,4,9,8,8,9,12,12,8,4,4,5,13,4,,,,,,
326,8,8,8,13,1,8,8,8,6,9,8,8,6,10,10,,,,,,
327,6,13,10,5,12,6,4,9,11,12,6,13,7,14,10,,,,,,
328,14,12,4,13,12,14,8,12,9,12,14,11,5,10,6,,,,,,
329,8,6,9,9,11,13,6,7,12,11,12,6,9,11,14,,,,,,
330,9,12,3,5,14,14,12,10,14,7,6,12,7,6,14,,,,,,
331,5,5,5,10,13,5,5,5,0,10,5,14,5,0,13,,,,,,
